video_id,num_cuts,avg_motion,camera_shake
VIDEO_7421927684965502240,2,1.4050999879837036,0.5400069952011108
VIDEO_7540185950714875158,3,0.3628999888896942,0.10652799904346466
VIDEO_6875610422578351362,0,0.2766999900341034,0.04171200096607208
VIDEO_7341020687345192197,0,0.301800012588501,0.18152999877929688
VIDEO_7510326060676975894,7,0.08749999850988388,0.0025100000202655792
VIDEO_7337687297132973344,0,0.12759999930858612,0.018339000642299652
VIDEO_7578925701114481942,0,0.053300000727176666,0.003874999936670065
VIDEO_7140222885389536517,3,0.03400000184774399,0.0005719999899156392
VIDEO_7469703437299551510,9,2.07669997215271,3.2349650859832764
VIDEO_7217888414631283995,10,0.3813999891281128,0.28609201312065125
VIDEO_7343665662876781856,3,1.2907999753952026,0.9654290080070496
VIDEO_7069326966159084806,0,0.012900000438094139,0.0007300000288523734
VIDEO_7566632651352853782,3,0.4059999883174896,0.19547399878501892
VIDEO_7083159832185933061,3,0.9776999950408936,0.8870729804039001
VIDEO_7018111226760776966,5,0.22920000553131104,0.01982400007545948
VIDEO_7164792237543394566,0,0.15049999952316284,0.006233000196516514
VIDEO_6834056379355991301,5,1.4244999885559082,0.6926530003547668
VIDEO_7208539932422425861,3,0.7195000052452087,0.28703001141548157
VIDEO_7198831282984324358,0,0.014700000174343586,9.300000237999484e-05
VIDEO_7287986771483282720,0,0.016499999910593033,0.000311999989207834
VIDEO_7593673061476420920,5,0.07639999687671661,0.0039019999094307423
VIDEO_7215656408069442822,4,0.2784999907016754,0.05454200133681297
VIDEO_7444192177149742358,0,0.009200000204145908,4.70000013592653e-05
VIDEO_6821547365887905030,0,0.15880000591278076,0.019565999507904053
VIDEO_7083882172154645765,2,0.6797000169754028,0.14731499552726746
VIDEO_7205134218328902917,3,0.534600019454956,0.09748400002717972
VIDEO_7221552853356236037,3,0.004100000020116568,1.700000029813964e-05
VIDEO_6923874728902003973,0,0.2727999985218048,0.01923700049519539
VIDEO_7014868849635904773,0,0.3650999963283539,0.16074000298976898
VIDEO_7164772525006720262,3,0.32519999146461487,0.0382080003619194
VIDEO_7335861253551787297,12,1.9744000434875488,7.690483093261719
VIDEO_6923969706332327174,0,0.11749999970197678,0.007170999888330698
VIDEO_7480563839319264534,5,0.4291999936103821,0.1112930029630661
VIDEO_7072774694214044934,8,6.6809000968933105,23.904691696166992
VIDEO_7385258008760028448,2,1.0059000253677368,1.360764980316162
VIDEO_7453016788465454358,6,0.125,0.00901000015437603
VIDEO_7474265267783208214,0,0.9092000126838684,0.20615099370479584
VIDEO_7100934148864494854,0,0.6557000279426575,0.11880899965763092
VIDEO_7214396955810680069,0,0.21969999372959137,0.06839500367641449
VIDEO_7233472157588753691,5,0.6359999775886536,0.25772300362586975
VIDEO_6879407335484214530,0,0.27889999747276306,0.03314900025725365
VIDEO_7577096797580053782,0,0.10289999842643738,0.00774300005286932
VIDEO_7348384350297165061,6,0.8992999792098999,1.712960958480835
VIDEO_7272402191233584417,0,0.1615000069141388,0.025510000064969063
VIDEO_7343923844316548384,7,0.7433000206947327,0.3202210068702698
VIDEO_7050156581652106502,3,0.09539999812841415,0.00814099982380867
VIDEO_7283139399582240032,0,0.16349999606609344,0.020340999588370323
VIDEO_7196211164093631749,0,0.08389999717473984,0.0054259998723864555
VIDEO_7471186366500539670,4,0.09700000286102295,0.0057470002211630344
VIDEO_7570044496004533516,7,0.1932000070810318,0.023788999766111374
VIDEO_7261996739446590753,3,2.88700008392334,30.5720272064209
VIDEO_7216240671097736454,4,16.444900512695312,222.01644897460938
VIDEO_7221550036172213509,2,0.09440000355243683,0.01208799984306097
VIDEO_7059301793574046982,0,0.583299994468689,0.0952949970960617
VIDEO_7345082142235413793,0,0.10520000010728836,0.005516999866813421
VIDEO_7467247804717550870,0,0.08399999886751175,0.003607999999076128
VIDEO_7215124561799449861,3,0.013199999928474426,0.00018600000475998968
VIDEO_7064650116321250566,0,2.3573999404907227,3.7849879264831543
VIDEO_7210834532591963398,6,0.2590999901294708,0.016821999102830887
VIDEO_6792133610360065285,5,2.6352999210357666,7.6359782218933105
VIDEO_7309133635578236192,5,0.13459999859333038,0.003872999921441078
VIDEO_7254561581449612571,2,0.07680000364780426,0.010103999637067318
VIDEO_7438288130567949601,0,0.19679999351501465,0.4609149992465973
VIDEO_7397696022975188257,3,0.06769999861717224,0.0037899999879300594
VIDEO_7075005822228499717,5,3.637500047683716,4.289909839630127
VIDEO_7309107806202842400,0,0.16500000655651093,0.022391999140381813
VIDEO_7461615118414073110,0,0.12399999797344208,0.008531000465154648
VIDEO_7294200756586958113,2,0.6014999747276306,0.2455420047044754
VIDEO_7053136217717607686,10,0.0722000002861023,0.003877999959513545
VIDEO_7399975638112783649,4,0.11249999701976776,0.0053400001488626
VIDEO_7323972466445946145,0,0.21060000360012054,0.029823999851942062
VIDEO_7286830586478578976,16,0.0005000000237487257,0.0
VIDEO_7199586123952311557,2,0.12540000677108765,0.009371000342071056
VIDEO_7329985883539541253,2,0.5087000131607056,0.1237500011920929
VIDEO_7467231080735690017,3,0.031199999153614044,0.000522000016644597
VIDEO_7452758752337399073,0,0.2847999930381775,0.031922999769449234
VIDEO_7297134358689860896,0,0.029200000688433647,0.0012440000427886844
VIDEO_7586630099286510870,2,0.07320000231266022,0.002812999999150634
VIDEO_7325113581249301766,0,0.1340000033378601,0.014063999988138676
VIDEO_7381446389819018529,0,0.06650000065565109,0.0027719999197870493
VIDEO_7542538735116684566,3,0.7159000039100647,0.1705929934978485
VIDEO_7210434710646836485,4,0.3885999917984009,0.06723999977111816
VIDEO_7447927530448915735,2,0.04100000113248825,0.0018029999919235706
VIDEO_7226734943869750555,4,0.010499999858438969,0.0001049999991664663
VIDEO_7452387800818666785,7,0.3075000047683716,0.06177699938416481
VIDEO_7436439641298865441,3,0.11209999769926071,0.007654000073671341
VIDEO_7494205664135236886,9,0.037700001150369644,0.000977999996393919
VIDEO_7246768104922008858,0,0.0044999998062849045,1.2000000424450263e-05
VIDEO_7051617295818362117,0,0.4138000011444092,0.07066699862480164
VIDEO_7165908407793372422,5,1.035099983215332,5.275332927703857
VIDEO_7073513732395044102,6,2.8652000427246094,8.135787010192871
VIDEO_7244559099352976666,10,5.22760009765625,60.98626708984375
VIDEO_7176549919933664517,3,0.2630999982357025,0.032340001314878464
VIDEO_7316851921288006944,7,0.5475999712944031,0.5608299970626831
VIDEO_7110099088661548293,0,1.017300009727478,0.2627260088920593
VIDEO_7294659855434911008,4,1.1648000478744507,1.486780047416687
VIDEO_7582952363116268812,0,0.23970000445842743,0.13335999846458435
VIDEO_7517676181366295830,4,0.1826999932527542,0.017952000722289085
VIDEO_7454218208648727840,2,5.981900215148926,70.30938720703125
VIDEO_7515834191922072854,2,0.8424000144004822,0.23682700097560883
VIDEO_7510479503592901910,2,0.0,0.0
VIDEO_7255981234374069530,3,1.847100019454956,2.8792099952697754
VIDEO_7332775399883033888,0,0.03530000150203705,0.0009790000040084124
VIDEO_7353535610641976609,0,0.28690001368522644,0.06147700175642967
VIDEO_6798641094109269253,3,0.44620001316070557,0.10255999863147736
VIDEO_7057221943623306501,6,0.19779999554157257,0.01856599934399128
VIDEO_7354375095868984608,0,0.9940999746322632,0.34147998690605164
VIDEO_7577088828171734294,0,1.180899977684021,0.8112390041351318
VIDEO_7191884217595219206,0,0.0843999981880188,0.003283000085502863
VIDEO_7076526059344104709,0,0.2802000045776367,0.05857300013303757
VIDEO_7300927450463194400,3,1.2625999450683594,1.6058299541473389
VIDEO_7072415750589254918,0,0.1746000051498413,0.035886000841856
VIDEO_7570012092829748502,0,0.9811999797821045,0.2586649954319
VIDEO_7116158724288400645,3,1.954699993133545,2.134047031402588
VIDEO_6891645296233794817,6,0.04010000079870224,0.0029949999880045652
VIDEO_7605548189332016406,0,0.19189999997615814,0.023910000920295715
VIDEO_7228975701066550554,0,0.40130001306533813,0.07059700042009354
VIDEO_7246301041979886875,10,0.0013000000035390258,9.999999974752427e-07
VIDEO_7438966885879696662,4,0.6894000172615051,0.3438200056552887
VIDEO_7130620750842678533,2,0.012400000356137753,0.00019299999985378236
VIDEO_7301229129314159904,3,0.13830000162124634,0.008003000169992447
VIDEO_7261958198775532832,7,0.3813999891281128,0.044429998844861984
VIDEO_7128353863966444806,7,2.9595999717712402,20.733219146728516
VIDEO_7439731424854379809,2,0.0,0.0
VIDEO_7351073088601148704,3,0.06340000033378601,0.002503999974578619
VIDEO_7265242959048723745,0,0.19339999556541443,0.04577000066637993
VIDEO_7087653844863208709,2,0.6103000044822693,0.5038449764251709
VIDEO_7341290377858567456,0,0.2720000147819519,0.03300999850034714
VIDEO_7415546238927523104,4,0.27639999985694885,0.08443699777126312
VIDEO_7402923905754746145,2,0.3467999994754791,0.035071998834609985
VIDEO_7356509644170333473,0,0.013100000098347664,0.00018099999579135329
VIDEO_7060513660975844614,4,4.001800060272217,97.47120666503906
VIDEO_7527665793501318456,0,0.4968999922275543,0.06643500179052353
VIDEO_7214886818368490758,0,0.10830000042915344,0.006643999833613634
VIDEO_7270778269899722016,6,0.30799999833106995,0.03179199993610382
VIDEO_7577087400501857592,6,0.2117999941110611,0.03368400037288666
VIDEO_7033466696245497093,0,0.1850000023841858,0.015659000724554062
VIDEO_7486043762590895382,0,0.6460999846458435,0.11457499861717224
VIDEO_7343256943923858720,4,0.6700999736785889,0.09879200160503387
VIDEO_7078352231413697797,0,0.36239999532699585,0.07159999758005142
VIDEO_7456392986897730838,0,1.0542000532150269,0.2896459996700287
VIDEO_7182983364293430533,3,0.28600001335144043,0.3660529851913452
VIDEO_7369936386000031009,8,0.004399999976158142,7.000000096013537e-06
VIDEO_7448354400998853910,2,0.42899999022483826,0.05012200027704239
VIDEO_7520150754858896645,4,1.6335999965667725,1.6504390239715576
VIDEO_6895747396404284674,3,0.02969999983906746,0.0004910000134259462
VIDEO_7039005707844308229,0,0.3334999978542328,0.33733001351356506
VIDEO_7458380266004843798,6,0.0,0.0
VIDEO_7073916316566031622,2,0.1882999986410141,0.021539000794291496
VIDEO_7433411068988280097,13,1.5362999439239502,1.782742977142334
VIDEO_7228976565445512475,5,3.1928999423980713,52.84421920776367
VIDEO_7494238893546474774,0,0.620199978351593,0.5269039869308472
VIDEO_7056858947935915270,0,1.143399953842163,0.33530300855636597
VIDEO_7296417264591441185,0,0.0031999999191612005,1.8000000636675395e-05
VIDEO_7061974363939261701,5,6.116499900817871,41.9286994934082
VIDEO_7321436866287373600,0,7.266600131988525,29.24592399597168
VIDEO_6919824999914245381,3,0.923799991607666,0.4861440062522888
VIDEO_7115325407318052102,0,1.3100999593734741,1.239089012145996
VIDEO_7325724813115346208,3,0.030799999833106995,0.0005089999758638442
VIDEO_7230327665918512411,0,0.024000000208616257,0.0002849999873433262
VIDEO_7508723396641852694,3,2.0882999897003174,1.2837259769439697
VIDEO_7125392158063955205,8,0.2892000079154968,0.04389899969100952
VIDEO_7481624954484690198,7,0.060499999672174454,0.0016220000106841326
VIDEO_7198947136300403974,0,0.5924999713897705,0.1667570024728775
VIDEO_7062740749992971526,8,0.5078999996185303,0.22642900049686432
VIDEO_7361717788299250976,0,0.4104999899864197,0.08795300126075745
VIDEO_7124683160218029317,4,0.6420000195503235,0.33011600375175476
VIDEO_7289115441602088225,10,0.04190000146627426,0.0011660000309348106
VIDEO_7321969929564065057,0,0.04800000041723251,0.0014019999653100967
VIDEO_7394351547376880929,6,0.31439998745918274,0.032099999487400055
VIDEO_7508716246301510914,0,0.012199999764561653,0.0005579999997280538
VIDEO_7335348681832418593,0,0.2565000057220459,0.04286399856209755
VIDEO_7218857185764216069,4,0.007799999788403511,5.6000000768108293e-05
VIDEO_7578256886286322966,10,0.04490000009536743,0.0018050000071525574
VIDEO_7310606511775026464,0,0.039500001817941666,0.0028200000524520874
VIDEO_7333562774750088480,7,1.9117000102996826,1.1019920110702515
VIDEO_7223080468101483781,4,0.1542000025510788,0.0086899995803833
VIDEO_7486129539827928342,5,0.08780000358819962,0.006095000077039003
VIDEO_7595900789546044684,4,0.14159999787807465,0.015407999977469444
VIDEO_7262720109133794592,3,1.002500057220459,0.5036979913711548
VIDEO_6921227616347327749,2,0.07779999822378159,0.004251000005751848
VIDEO_7071272731286834437,0,0.03849999979138374,0.0012959999730810523
VIDEO_6891319697220898050,2,0.029400000348687172,0.0014430000446736813
VIDEO_7045558641969073414,4,0.27390000224113464,0.10917899757623672
VIDEO_7235266120414924058,3,0.31459999084472656,0.11820799857378006
VIDEO_7512478582627732758,0,0.23999999463558197,0.03713899850845337
VIDEO_7162183685423385862,7,0.06279999762773514,0.0026740001048892736
VIDEO_7227881339125583131,0,0.006899999920278788,1.1000000085914508e-05
VIDEO_7466084820825787680,0,0.8991000056266785,0.20865799486637115
VIDEO_7236760874646637851,3,0.01850000023841858,0.00013899999612476677
VIDEO_7572598154063990038,3,1.0348000526428223,1.1218849420547485
VIDEO_7482898265906646294,2,0.019899999722838402,0.0003910000086762011
VIDEO_6796364077095472389,4,0.4666999876499176,0.37242400646209717
VIDEO_7350265065762819360,0,0.7447999715805054,0.1541460007429123
VIDEO_7065713702833638662,2,1.7295000553131104,1.4692260026931763
VIDEO_7374412100833250593,5,0.016499999910593033,0.0001049999991664663
VIDEO_7465375886779403552,9,4.048299789428711,36.67737579345703
VIDEO_7483220883759303959,9,0.3828999996185303,0.08943700045347214
VIDEO_7324725007391804705,3,0.7742000222206116,0.25881001353263855
VIDEO_7125703838497131781,3,0.2922999858856201,0.059021998196840286
VIDEO_7208933349933452550,2,0.07639999687671661,0.0033909999765455723
VIDEO_7284876929713442080,2,1.986299991607666,2.356071949005127
VIDEO_7150676745937587462,2,0.0934000015258789,0.007056000176817179
VIDEO_7191012677869702405,2,0.02449999935925007,0.00027799999224953353
VIDEO_7465714414814137623,5,0.6295999884605408,0.12805399298667908
VIDEO_7212344637523283205,3,0.2304999977350235,0.03258100152015686
VIDEO_7376630682824576289,7,0.13940000534057617,0.0050130002200603485
VIDEO_7241209133540609307,2,0.19050000607967377,0.12763600051403046
VIDEO_7314256868556213537,2,2.2051000595092773,1.3507829904556274
VIDEO_7190655063470116101,0,0.48890000581741333,0.0891060009598732
VIDEO_7400784701633416481,2,1.5151000022888184,1.3055939674377441
VIDEO_7329087770905840928,0,0.14949999749660492,0.01080700010061264
VIDEO_7289092371030002977,0,0.0649000033736229,0.002213000087067485
VIDEO_7472755159945252118,0,0.3684999942779541,0.09787999838590622
VIDEO_7506795063012232470,0,0.0017999999690800905,6.000000212225132e-06
VIDEO_7533124404062981398,3,0.00860000029206276,0.0002280000044265762
VIDEO_6915045654997912833,0,0.17810000479221344,0.016971999779343605
VIDEO_7184844462525287685,0,0.03869999945163727,0.0025110000278800726
VIDEO_7280925746183408928,6,0.0,0.0
VIDEO_7289368885390806304,6,6.8354997634887695,19.919858932495117
VIDEO_7211565992852475141,0,1.4953999519348145,0.552947998046875
VIDEO_7164769032430767365,2,0.06400000303983688,0.0032569998875260353
VIDEO_6958338154617228549,7,0.3727000057697296,0.081216000020504
VIDEO_7185555796443270405,0,0.1437000036239624,0.01858700066804886
VIDEO_7490222588883422486,2,2.158600091934204,10.850240707397461
VIDEO_7553663983383858454,0,0.5234000086784363,0.09871599823236465
VIDEO_6897900291631402242,3,0.14159999787807465,0.012578999623656273
VIDEO_7246343164108295450,6,0.062300000339746475,0.0020570000633597374
VIDEO_7583720650200730902,16,0.04149999842047691,0.0010969999711960554
VIDEO_7491219464474856727,0,0.1282999962568283,0.009139000438153744
VIDEO_7079418950315969798,8,0.09279999881982803,0.046323999762535095
VIDEO_7057200753470950661,0,0.012500000186264515,0.00011600000289035961
VIDEO_7161307348827426053,0,0.020600000396370888,0.0003380000125616789
VIDEO_7369943098031443233,0,0.05460000038146973,0.0014260000316426158
VIDEO_7355500880721939744,0,0.9972000122070312,0.24306300282478333
VIDEO_7239344688006728986,10,0.4187000095844269,0.11798500269651413
VIDEO_7067959925141474565,4,0.5825999975204468,0.09540099650621414
VIDEO_7323667240933444896,0,0.0632999986410141,0.007133000064641237
VIDEO_7415541670361500961,0,0.14319999516010284,0.009759999811649323
VIDEO_7470495287212084503,0,0.6069999933242798,0.22762300074100494
VIDEO_7342403362714914080,0,0.9659000039100647,0.5868120193481445
VIDEO_7055714634526969093,4,0.10670000314712524,0.005549999885261059
VIDEO_6980342168535846149,0,0.08789999783039093,0.004100999794900417
VIDEO_7339952469901970693,5,0.35040000081062317,0.087459996342659
VIDEO_7336238126651706656,7,0.22100000083446503,0.03388400003314018
VIDEO_7535476048444558614,3,1.773900032043457,0.9842640161514282
VIDEO_7360309213765045536,5,0.2515999972820282,0.042876001447439194
VIDEO_7535846685101149462,5,0.1468999981880188,0.0328730009496212
VIDEO_7146624079615790341,2,0.40450000762939453,0.7281659841537476
VIDEO_7085748815449312517,7,0.17800000309944153,0.01632400043308735
VIDEO_7372567531258727712,5,0.11010000109672546,0.009399999864399433
VIDEO_7237872414581935386,2,0.07519999891519547,0.0035649999044835567
VIDEO_7164417550791494918,11,0.021199999377131462,0.00030499999411404133
VIDEO_7208839545989762309,3,1.2819000482559204,0.5366460084915161
VIDEO_7082286078417259782,0,0.32019999623298645,0.033994998782873154
VIDEO_7354009165796216097,7,0.09300000220537186,0.005338000133633614
VIDEO_7325097832015203617,0,0.0007999999797903001,0.0
VIDEO_7412540786975231264,0,0.010200000368058681,0.0003640000068116933
VIDEO_7366182227119525152,0,0.12439999729394913,0.012702999636530876
VIDEO_6855731886438763781,4,0.1679999977350235,0.014278000220656395
VIDEO_7078227199463066886,0,0.13009999692440033,0.012690000236034393
VIDEO_7156881114106170630,4,0.019500000402331352,0.0002229999954579398
VIDEO_7081701013891157253,0,0.5713000297546387,0.2191219925880432
VIDEO_6913929490305420545,0,0.9897000193595886,0.2615259885787964
VIDEO_7192254185969044742,0,1.442199945449829,1.5609890222549438
VIDEO_6750983141873224966,2,2.6791999340057373,12.512864112854004
VIDEO_7057560274424958214,0,0.01360000018030405,0.00013299999409355223
VIDEO_7322866542985710881,3,0.22139999270439148,0.018048999831080437
VIDEO_7022178037378731270,0,0.02019999921321869,0.00035600000410340726
VIDEO_7304326742255209761,9,1.0348999500274658,0.7616209983825684
VIDEO_7025927416061250821,5,0.5486000180244446,0.07731200009584427
VIDEO_7456310839121874198,0,0.016899999231100082,0.0002010000025620684
VIDEO_7263460179461688609,0,1.1279000043869019,1.6753959655761719
VIDEO_7066872454249073925,0,1.2070000171661377,0.5319809913635254
VIDEO_7511357874082286870,7,0.040800001472234726,0.0009580000187270343
VIDEO_7285256841158790433,3,0.4781000018119812,0.2746390104293823
VIDEO_7576309328584592643,0,0.8968999981880188,0.20421099662780762
VIDEO_7113472331917298949,6,2.0016000270843506,16.710853576660156
VIDEO_7591860205567151382,3,0.5684999823570251,0.11047700047492981
VIDEO_7293541624359996704,0,0.7364000082015991,0.1688529998064041
VIDEO_6796363351816555782,2,0.1868000030517578,0.0236239992082119
VIDEO_7446429495948594454,0,0.0,0.0
VIDEO_7354350552693656864,3,0.1420000046491623,0.0375480018556118
VIDEO_6876362124260691202,0,0.6340000033378601,0.11417599767446518
VIDEO_7169238545779952902,2,1.0985000133514404,0.36030301451683044
VIDEO_7566313596351778070,3,1.0407999753952026,0.7125040292739868
VIDEO_7093894381794512133,6,0.2565999925136566,0.03846000134944916
VIDEO_7484928854029634838,0,0.04100000113248825,0.0013520000502467155
VIDEO_7579238923172547842,0,0.39399999380111694,0.05594100058078766
VIDEO_7470159373935856918,0,0.02070000022649765,0.00025599999935366213
VIDEO_7085631257542954246,4,0.23489999771118164,0.024438999593257904
VIDEO_7563265888623840534,3,0.0,0.0
VIDEO_6921676134212029701,0,0.43290001153945923,0.16510500013828278
VIDEO_7486138878026321174,3,0.1784999966621399,0.027452999725937843
VIDEO_7252685251112176922,5,0.0,0.0
VIDEO_7306460792310877472,5,0.033799998462200165,0.0005569999921135604
VIDEO_7296075013734616353,6,0.23409999907016754,0.019689999520778656
VIDEO_7282668264617004321,17,2.454200029373169,12.716611862182617
VIDEO_7410359060681297184,0,0.44020000100135803,0.23274600505828857
VIDEO_7175115192966106374,0,0.0820000022649765,0.0018599999602884054
VIDEO_7296855348714016033,5,0.1670999974012375,0.013907000422477722
VIDEO_7302352085796916513,0,0.07609999924898148,0.0032369999680668116
VIDEO_7593820955810598156,10,0.11500000208616257,0.007158999796956778
VIDEO_7188587993752702213,5,0.7199000120162964,0.6258010268211365
VIDEO_7168426884852747526,0,0.04100000113248825,0.0020099999383091927
VIDEO_7566939859156290838,0,0.5110999941825867,0.08123300224542618
VIDEO_7094149805496159494,8,0.017400000244379044,0.00031599999056197703
VIDEO_7596993704146046230,0,0.12370000034570694,0.009882000274956226
VIDEO_6887883845954178305,5,0.4059000015258789,0.04819900169968605
VIDEO_7553173878785297720,0,0.1754000037908554,0.020128000527620316
VIDEO_7368427984539127073,6,0.131400004029274,0.01054999977350235
VIDEO_7219294434465238298,2,0.05270000174641609,0.0018090000376105309
VIDEO_7054222416247000325,0,0.30219998955726624,0.024209000170230865
VIDEO_7236043111128894747,8,1.38510000705719,12.808858871459961
VIDEO_7114705253899029765,7,0.14090000092983246,0.013757999986410141
VIDEO_7053886455805955333,13,0.30730000138282776,0.04736800119280815
VIDEO_7203763760538897669,0,0.18410000205039978,0.029864000156521797
VIDEO_7379167807679761697,0,0.08100000023841858,0.005224000196903944
VIDEO_6793347939294072069,0,0.32019999623298645,0.03641499951481819
VIDEO_7156614323194875141,6,0.07360000163316727,0.004050999879837036
VIDEO_7194501630111272197,4,0.06499999761581421,0.0030010000336915255
VIDEO_7061519229182315781,3,0.2842999994754791,0.030587000772356987
VIDEO_7458328611213298976,0,0.5564000010490417,0.11792799830436707
VIDEO_7325861199604665606,4,0.05979999899864197,0.0020020001102238894
VIDEO_7475687308797299990,0,0.32760000228881836,0.1044590026140213
VIDEO_7244550731141844251,0,0.27459999918937683,0.03722500056028366
VIDEO_7564704328649428246,5,8.253999710083008,174.5303192138672
VIDEO_6880792115329142018,3,2.0116000175476074,12.085358619689941
VIDEO_7046370407758286085,0,0.012400000356137753,9.999999747378752e-05
VIDEO_7166637213604678917,4,0.045899998396635056,0.0012250000145286322
VIDEO_7128317775524777222,5,0.26899999380111694,0.03209599852561951
VIDEO_7050043192732912901,0,0.025499999523162842,0.00043200000072829425
VIDEO_7019307301299424518,0,0.10980000346899033,0.003845999948680401
VIDEO_7254588789559938330,10,0.08100000023841858,0.0024590000975877047
VIDEO_7280571511138782496,11,0.06620000302791595,0.002873999997973442
VIDEO_7507578375586712854,6,0.39629998803138733,0.20727300643920898
VIDEO_7077571361660521733,6,2.7046000957489014,5.886711120605469
VIDEO_7290457107726339360,2,0.021700000390410423,0.0014600000577047467
VIDEO_7476404323317222658,2,2.411900043487549,2.067168951034546
VIDEO_7179319229924084997,0,0.06129999831318855,0.005563999991863966
VIDEO_7281279828307856673,0,0.05739999935030937,0.010974000208079815
VIDEO_7233097610821700890,0,0.002300000051036477,3.000000106112566e-06
VIDEO_6952049416425590022,0,0.04830000177025795,0.002988999942317605
VIDEO_7466106459403701526,0,0.4156000018119812,0.06888599693775177
VIDEO_6972416280762649861,4,13.711600303649902,55.3896484375
VIDEO_7522511822893616406,3,0.4587000012397766,0.3213219940662384
VIDEO_6864806467329903878,0,0.4327999949455261,0.10996100306510925
VIDEO_7241878874672385306,0,0.03420000150799751,0.0007890000124461949
VIDEO_7216365794093976838,5,0.17649999260902405,0.016767999157309532
VIDEO_7221070563538717957,0,0.08789999783039093,0.005816000048071146
VIDEO_7479794065983147269,0,2.6498000621795654,1.696092963218689
VIDEO_7245182525016935707,6,0.5386999845504761,0.07559499889612198
VIDEO_7441982856659815713,6,0.17000000178813934,0.023367000743746758
VIDEO_7018383080205356293,0,0.15940000116825104,0.01752600073814392
VIDEO_7504627479449963798,6,5.081600189208984,57.95250701904297
VIDEO_7044841251262237958,0,0.29660001397132874,0.02916100062429905
VIDEO_7549089036447649046,2,0.019200000911951065,0.0005619999719783664
VIDEO_7535840388725378306,0,0.039000000804662704,0.0009319999953731894
VIDEO_7587702184708558102,0,0.15889999270439148,0.014766000211238861
VIDEO_7555487310297533718,0,0.01360000018030405,0.0008650000090710819
VIDEO_7197448084119506182,0,0.0,0.0
VIDEO_7584105481719844118,0,0.07209999859333038,0.005987000185996294
VIDEO_7261658279900744987,2,0.1128000020980835,0.008760999888181686
VIDEO_7219686321739123974,0,0.00989999994635582,0.00014000000373926014
VIDEO_7361057454454508833,4,0.03060000017285347,0.0006259999936446548
VIDEO_7174823379453644037,3,1.9602999687194824,2.3239800930023193
