iter	RMSE
433	0.8976029444
434	0.897394381
435	0.8973080951
436	0.8963684616
437	0.8954052266
438	0.8952267882
439	0.8942865248
440	0.8940661316
441	0.8928918927
442	0.8927494952
443	0.8920240775
444	0.8910719329
445	0.8899727789
446	0.8898198766
447	0.8886951163
448	0.8882068585
449	0.8877005791
450	0.8865142937
451	0.8855896468
452	0.8854044482
453	0.8841409902
454	0.883426441
455	0.8827948824
456	0.8822553873
457	0.8821309771
458	0.8809949518
459	0.8802781473
460	0.8796169737
461	0.8785773156
462	0.8783315376
463	0.877427973
464	0.8763773728
465	0.8753441915
466	0.8741519208
467	0.8738946968
468	0.8728395488
469	0.8726279384
470	0.8716305113
471	0.8706983733
472	0.8705475062
473	0.8703867836
474	0.8697480562
475	0.8691738278
476	0.8681374457
477	0.867285725
478	0.866106418
479	0.8654570779
480	0.8643479007
481	0.8633653778
482	0.862460393
483	0.862170772
484	0.8615836073
485	0.8609537714
486	0.8598632786
487	0.8596581127
488	0.8594823164
489	0.8588551118
490	0.8578308463
491	0.8566225952
492	0.8564233301
493	0.856236588
494	0.8549436243
495	0.8539389678
496	0.8535620378
497	0.8528791548
498	0.852732839
499	0.8518900444
500	0.8507768219
501	0.8499747481
502	0.8494641123
503	0.8485320366
504	0.8473449681
505	0.8463311927
506	0.8455879924
507	0.8448181857
508	0.8439768198
509	0.843694481
510	0.8435432033
511	0.8425297348
512	0.8416541274
513	0.8411211084
514	0.8404329087
515	0.8394060456
516	0.838718105
517	0.8375006001
518	0.8373733974
519	0.8365305425
520	0.8357888032
521	0.8356721761
522	0.8351183256
523	0.8343879353
524	0.8336212722
525	0.8328454947
526	0.8319574196
527	0.8317829393
528	0.8315108855
529	0.8309866869
530	0.8307962957
531	0.8300102677
532	0.829229122
533	0.8284280396
534	0.8273763609
535	0.8265237266
536	0.825850444
537	0.8252865985
538	0.8246414454
539	0.8241011372
540	0.8232025483
541	0.8230679894
542	0.8224052231
543	0.8212324559
544	0.8208547944
545	0.8201101353
546	0.8193789047
547	0.818752906
548	0.8182423921
549	0.8173261437
550	0.8172022795
551	0.817104696
552	0.8169662922
553	0.8159607606
554	0.8151613553
555	0.814394919
556	0.8142490188
557	0.814112401
558	0.8133980117
559	0.8123929623
560	0.8115691264
561	0.8107078018
562	0.809881531
563	0.8092131123
564	0.8085972479
565	0.80731758
566	0.8061533757
567	0.805343228
568	0.8043835616
569	0.8032461059
570	0.8027272274
571	0.8025501019
572	0.8017476668
573	0.8011708438
574	0.8003473478
575	0.799461289
576	0.799346125
577	0.7988329782
578	0.7981155194
579	0.7979225182
580	0.7971303195
581	0.796181057
582	0.7960613212
583	0.7959118949
584	0.7950588851
585	0.794623229
586	0.7937794466
587	0.792994425
588	0.7921815644
589	0.7914870004
590	0.7909164714
591	0.7906058892
592	0.7897321018
593	0.7891894952
594	0.7887864477
595	0.788095017
596	0.7873616814
597	0.7868493618
598	0.786109954
599	0.7853109481
600	0.7845949658
601	0.7840064003
602	0.7838412235
603	0.7837082717
604	0.783237425
605	0.7825016397
606	0.7819562378
607	0.7811718897
608	0.7806136273
609	0.7799060458
610	0.7792631862
611	0.7785836428
612	0.7776405483
613	0.7768986225
614	0.776283743
615	0.7761523569
616	0.7754290959
617	0.7746347504
618	0.7745028557
619	0.7735703439
620	0.7728653469
621	0.7722057635
622	0.7715891239
623	0.7710098856
624	0.7706280368
625	0.7702479851
626	0.7700350638
627	0.7698950152
628	0.7691752674
629	0.7683609682
630	0.7676579975
631	0.7675182547
632	0.7666122114
633	0.7664860785
634	0.7658603675
635	0.7651800786
636	0.7641042968
637	0.763329221
638	0.7627357204
639	0.7619797512
640	0.7611216756
641	0.7605237054
642	0.7603788085
643	0.7600636684
644	0.7596066002
645	0.7589281496
646	0.7582614759
647	0.7577110815
648	0.756464657
649	0.7557949868
650	0.7552265972
651	0.7547734501
652	0.7540274888
653	0.753145158
654	0.7521771563
655	0.751365811
656	0.750969603
657	0.7505337876
658	0.7498186282
659	0.7494630556
660	0.7489342101
661	0.7480299477
662	0.7477283124
663	0.7470174123
664	0.7465047737
665	0.7459594108
666	0.7447947347
667	0.7438268489
668	0.7430443196
669	0.7429274976
670	0.7422906872
671	0.7415186977
672	0.7408193398
673	0.7404898223
674	0.7396377158
675	0.7393124382
676	0.7383501372
677	0.7379973533
678	0.7372843284
679	0.7369328823
680	0.7367718499
681	0.7363271929
682	0.7354127413
683	0.7346667577
684	0.7341598364
685	0.73339212
686	0.7325970084
687	0.7319667415
688	0.7311844988
689	0.7308709337
690	0.730026774
691	0.7295273871
692	0.7294156816
693	0.7292058242
694	0.7291074274
695	0.7281392353
696	0.727227683
697	0.7268535166
698	0.7260736313
699	0.7251819991
700	0.7244708917
701	0.7239646321
702	0.7236297
703	0.722980717
704	0.7224969229
705	0.7215968213
706	0.7211750617
707	0.7207904751
708	0.7204330778
709	0.7198307826
710	0.7189907865
711	0.7185783873
712	0.7180618671
713	0.717230342
714	0.716719836
715	0.7160464966
716	0.7154137523
717	0.7146986134
718	0.7144459914
719	0.7140750819
720	0.7139376085
721	0.7134958592
722	0.7127982309
723	0.7125013072
724	0.7121707026
725	0.711523974
726	0.7103789984
727	0.7100202462
728	0.7093923712
729	0.7085510651
730	0.7083280316
731	0.7075393704
732	0.7068827811
733	0.7066865905
734	0.7057920875
735	0.7051955005
736	0.7045432311
737	0.7037124485
738	0.7031212519
739	0.7024117986
740	0.7016454974
741	0.7010716042
742	0.7003154213
743	0.6993711602
744	0.6990216905
745	0.6981768191
746	0.6972938651
747	0.6971730095
748	0.696909043
749	0.6961203205
750	0.6956128311
751	0.6948072819
752	0.6944083616
753	0.6938575487
754	0.6935042053
755	0.6930387155
756	0.6921532934
757	0.6920626562
758	0.6916423923
759	0.6909230256
760	0.6901755389
761	0.6897692481
762	0.6888796992
763	0.6882498109
764	0.6877110412
765	0.6876236581
766	0.6870408216
767	0.6862056484
768	0.6861135046
769	0.6852863659
770	0.6847279064
771	0.6840514658
772	0.6835527588
773	0.6834325149
774	0.6832633231
775	0.6828792881
776	0.6823132439
777	0.6813452402
778	0.6808202077
779	0.6807634215
780	0.6801978338
781	0.6793974665
782	0.6786512828
783	0.6781033346
784	0.677405995
785	0.676790549
786	0.6763507175
787	0.6758633707
788	0.6753476484
789	0.6749013998
790	0.6742823352
791	0.6737916382
792	0.6733831099
793	0.6726320801
794	0.6720798258
795	0.6712420989
796	0.6709206481
797	0.6703124064
798	0.6697038619
799	0.6691425129
800	0.6686968416
801	0.6682104061
802	0.6680517608
803	0.6674216794
804	0.6668539808
805	0.6665505336
806	0.6658868216
807	0.6652816893
808	0.6651780206
809	0.6642413016
810	0.6639064362
811	0.6630972045
812	0.6625486556
813	0.6618200907
814	0.6615281364
815	0.6611142245
816	0.6604849881
817	0.6600522772
818	0.6596232279
819	0.6590266504
820	0.6588331954
821	0.6583126786
822	0.6575406349
823	0.6569363857
824	0.6561607596
825	0.6554510155
826	0.6547235688
827	0.6542394924
828	0.6537504474
829	0.6532010112
830	0.6527897217
831	0.652044954
832	0.6514239149
833	0.6505643887
834	0.6497711473
835	0.6489464346
836	0.6485400281
837	0.6482135404
838	0.6481227969
839	0.6477195691
840	0.6470922595
841	0.6464321066
842	0.6458869663
843	0.6454472992
844	0.6453578151
845	0.6450586563
846	0.6445407791
847	0.64408773
848	0.6435901839
849	0.6435028571
850	0.6429280471
851	0.642510871
852	0.6421202336
853	0.6416678937
854	0.6412867266
855	0.6405101134
856	0.6401316682
857	0.6396889044
858	0.6393193666
859	0.638604638
860	0.6383383237
861	0.6378563563
862	0.6372190344
863	0.6365034306
864	0.6363744625
865	0.6363064623
866	0.6357049893
867	0.6351911829
868	0.634868836
869	0.6347276141
870	0.6342588744
871	0.6333457246
872	0.6332696112
873	0.6329517975
874	0.6325332801
875	0.632362718
876	0.6315959351
877	0.6308449048
878	0.6301634791
879	0.6295197655
880	0.6289020467
881	0.6283807834
882	0.6283302473
883	0.6277139149
884	0.6275403249
885	0.6271777407
886	0.6263482417
887	0.6258372515
888	0.6249225767
889	0.6245503787
890	0.6240849367
891	0.6238255025
892	0.6234996109
893	0.6227710812
894	0.6224784165
895	0.6224293145
896	0.6217963009
897	0.6211428402
898	0.6204472646
899	0.6197262928
900	0.6192531835
901	0.618845584
902	0.6180064712
903	0.6176242287
904	0.617163525
905	0.616588624
906	0.6161591011
907	0.6152167984
908	0.6145545792
909	0.6137447129
910	0.6136044651
911	0.6132257262
912	0.6127551119
913	0.611984961
914	0.6113350352
915	0.6107934112
916	0.6101726452
917	0.6097003377
918	0.6089956451
919	0.6085249237
920	0.6078737826
921	0.607253958
922	0.6067767628
923	0.6064152333
924	0.6063322345
925	0.6058971619
926	0.6051474868
927	0.6050625694
928	0.6049238822
929	0.6048648503
930	0.604378498
931	0.6039247405
932	0.6032614453
933	0.6025812972
934	0.602177961
935	0.6017150791
936	0.6013250901
937	0.6012291343
938	0.6007435167
939	0.6002575059
940	0.5996625398
941	0.5995753718
942	0.5991121413
943	0.5985962626
944	0.5984556936
945	0.597776187
946	0.5974290549
947	0.5968679757
948	0.5964610984
949	0.5963877221
950	0.5963046731
951	0.5955905882
952	0.594920005
953	0.5945004143
954	0.5943842478
955	0.5938400505
956	0.5933202756
957	0.592754409
958	0.5923181467
959	0.5918018934
960	0.5912034931
961	0.5906768475
962	0.5902421855
963	0.5897233126
964	0.5892332505
965	0.5885534821
966	0.5879368796
967	0.5871532109
968	0.5866303864
969	0.5859258904
970	0.5855473313
971	0.5851276788
972	0.5850597794
973	0.5844620444
974	0.5840074199
975	0.5834742783
976	0.5830390532
977	0.5824390358
978	0.5819478545
979	0.5818623741
980	0.5812252992
981	0.5810216985
982	0.5803068818
983	0.5796292204
984	0.5788541408
985	0.5781655837
986	0.5780300305
987	0.5775364426
988	0.5769456805
989	0.5764187482
990	0.5763178118
991	0.575649717
992	0.5753326724
993	0.5752470508
994	0.5749219598
995	0.5742133454
996	0.5739317237
997	0.5735959167
998	0.5734211705
999	0.5729216719
1000	0.5724489625
1001	0.5720060322
1002	0.5711300227
1003	0.570751946
1004	0.5707064741
1005	0.5704134147
1006	0.570096334
1007	0.5696648071
1008	0.5694493861
1009	0.5690820225
1010	0.5685571108
1011	0.5682213455
1012	0.5678752167
1013	0.5678344305
1014	0.5671823879
1015	0.5666202632
1016	0.5665080199
1017	0.566022913
1018	0.5658320511
1019	0.5653972169
1020	0.5653456174
1021	0.5652846141
1022	0.564638912
1023	0.5645736838
1024	0.5641302848
1025	0.5634443958
1026	0.5631309854
1027	0.5626620164
1028	0.5623592919
1029	0.5622834856
1030	0.5615770991
1031	0.5608004936
1032	0.5601390657
1033	0.55982209
1034	0.559487697
1035	0.5589705631
1036	0.5582202702
1037	0.5581583188
1038	0.5577999306
1039	0.5572032421
1040	0.5571485004
1041	0.5567779554
1042	0.5564926752
1043	0.5559437016
1044	0.5556676568
1045	0.5549981306
1046	0.554139734
1047	0.5535991608
1048	0.5532022225
1049	0.5528975147
1050	0.5522702974
1051	0.5519435395
1052	0.5515308649
1053	0.5511469103
1054	0.5506830726
1055	0.5498836851
1056	0.5495152758
1057	0.5488456064
1058	0.5488046508
1059	0.5482102257
1060	0.5476101299
1061	0.5471192777
1062	0.5465841819
1063	0.5461298478
1064	0.5454749539
1065	0.5449850508
1066	0.5446337837
1067	0.54385914
1068	0.5431731407
1069	0.54284219
1070	0.5420738386
1071	0.5417241384
1072	0.5411054809
1073	0.5404720264
1074	0.5399870417
1075	0.5392386386
1076	0.5389195284
1077	0.5385436738
1078	0.538433318
1079	0.5379886501
1080	0.537404301
1081	0.5367381604
1082	0.5364633726
1083	0.5360938305
1084	0.5357491611
1085	0.5353061101
1086	0.5348735633
1087	0.5344304347
1088	0.5340776529
1089	0.5336336017
1090	0.5332394574
1091	0.5328316794
1092	0.5324213336
1093	0.5319522631
1094	0.5315738878
1095	0.531297549
1096	0.5311667862
1097	0.5308235196
