video_id,R1,G1,B1,W1,R2,G2,B2,W2,R3,G3,B3,W3
6847902541095668997,43,47,58,0.367172619047619,133,124,132,0.3980059523809524,213,209,212,0.2348214285714285
6802558843114114310,20,27,39,0.1689285714285714,188,198,209,0.71675,123,126,134,0.1143214285714285
7603743614157458710,68,71,99,0.2689285714285714,169,178,206,0.3291666666666666,123,128,159,0.4019047619047619
7595972634450431254,67,72,73,0.4312053571428571,111,118,122,0.32,189,180,163,0.2487946428571428
7587402623129636118,46,40,49,0.2691785714285714,204,207,219,0.4269285714285714,135,121,130,0.3038928571428571
7587440240327937302,132,148,169,0.3766964285714286,200,206,212,0.3291964285714285,55,83,115,0.2941071428571428
7584845578429828375,73,93,116,0.345,200,202,202,0.3295833333333333,141,150,163,0.3254166666666667
7581822570454879510,107,58,25,0.3150357142857143,26,12,6,0.6098571428571429,225,188,136,0.0751071428571428
7579299127637363990,113,134,169,0.2276785714285714,214,220,227,0.5645238095238095,25,30,40,0.207797619047619
7580305629634399510,186,197,203,0.2678571428571428,35,35,33,0.3148809523809524,100,106,114,0.4172619047619048
7578925701114481942,153,167,197,0.74,77,99,137,0.1691964285714285,219,222,231,0.0908035714285714
7577797962017918230,194,196,199,0.4442410714285714,15,83,138,0.406875,153,156,162,0.1488839285714285
7576309328584592643,183,193,209,0.4839285714285714,49,52,52,0.1723214285714285,164,172,187,0.34375
7575167976853228822,141,142,146,0.2065178571428571,216,221,229,0.4902232142857143,70,73,83,0.3032589285714285
7574884067729050902,135,133,140,0.3109821428571429,58,48,55,0.1770982142857143,178,185,195,0.5119196428571429
7572598154063990038,188,191,201,0.3642857142857142,43,64,95,0.2724553571428571,130,137,153,0.3632589285714285
7567386738709073174,107,110,101,0.4927380952380952,202,177,151,0.256547619047619,33,32,24,0.2507142857142857
7566939859156290838,220,223,227,0.613125,44,108,143,0.2415625,124,162,190,0.1453125
7565890573115165974,217,216,213,0.3534948979591836,64,55,51,0.3604591836734694,135,122,111,0.2860459183673469
7563265888623840534,47,43,41,0.3496428571428571,147,147,148,0.2471428571428571,100,107,116,0.4032142857142857
7556999098637880598,131,136,147,0.3480059523809524,216,215,215,0.3183630952380952,37,37,46,0.3336309523809523
7551795663772798211,100,90,67,0.7175595238095238,62,127,192,0.1586904761904762,207,206,202,0.12375
7549089036447649046,127,103,88,0.3878125,186,171,165,0.201875,50,44,50,0.4103125
7547744113433627926,48,50,44,0.4560267857142857,175,188,203,0.2757142857142857,113,115,97,0.2682589285714286
7542538735116684566,114,117,125,0.2984523809523809,44,42,43,0.4430357142857143,175,184,191,0.2585119047619048
7541326779697564930,131,144,95,0.5481696428571429,138,169,201,0.1533928571428571,67,82,74,0.2984375
7539973950877584662,92,92,77,0.2147023809523809,34,30,28,0.6688690476190476,192,196,157,0.1164285714285714
7535846854743821590,129,140,148,0.4397959183673469,71,76,65,0.3910459183673469,199,197,198,0.1691581632653061
7535846685101149462,121,121,115,0.358,184,186,194,0.2828571428571428,54,56,47,0.3591428571428571
7535846060476976406,52,56,42,0.4040178571428571,109,113,108,0.3898511904761905,206,216,218,0.2061309523809524
7535476048444558614,70,107,166,0.4066964285714285,150,185,221,0.5005803571428571,23,31,29,0.0927232142857142
7535123405562006806,110,135,170,0.4973809523809523,69,57,46,0.2617857142857143,150,184,221,0.2408333333333333
7533124404062981398,186,199,219,0.5333482142857143,46,56,67,0.2812053571428571,123,146,181,0.1854464285714285
7532382235463339286,179,189,194,0.4174234693877551,32,33,23,0.3401530612244898,110,114,85,0.2424234693877551
7528433357093358870,111,104,99,0.1920089285714285,25,28,29,0.4343303571428571,195,205,205,0.3736607142857143
