video_id,nb_textbloc
7182978974253944069,4
7177417414542429445,1
7173695147639655686,4
7172507378498260229,0
7170730138965970181,2
7168935772777614597,0
7165165100075093253,0
7162123924233358598,3
7150676745937587462,6
7145110811000835333,0
7142874586755976454,2
7141029212244233478,3
7125076892729756933,4
7122480993948159238,2
7095777172513721605,3
7094187420819803398,1
7093581650163944709,2
7090931568486763781,1
7083155569812589829,1
7082286078417259782,0
7078325137698770181,3
7076526059344104709,0
7075734573933530373,4
7073511726888635653,1
7073146702995279110,1
7069799098576112901,7
7068682786437139718,0
7068298283386506502,4
7065713702833638662,1
7063127157068844294,3
7062740749992971526,9
7061974363939261701,0
7059302103713402117,0
7058313871718714629,0
7057548200625917190,0
7057200753470950661,0
7055610539749199109,0
7054582233989958917,0
7054222416247000325,0
7051571825989422342,0
7046370407758286085,0
7043834307458141446,0
7043009038623329541,0
7042347189179403525,0
7041969079246245126,2
7041603482742230278,0
7040105390410960133,0
7039780337739730181,0
7038638363686997254,0
7037974894553894150,0
7037757089799818502,0
7037532518978964741,0
7036807584111709445,0
7028978217117682949,0
7026756047805205766,0
7025927416061250821,0
7020800251950927109,0
7018826174767942918,0
7018383080205356293,0
7001054542804667653,0
6943540424141491461,0
6935817751898426629,0
6927665892457237765,0
6796364077095472389,0
6796363351816555782,1
6795606002222796037,0
6794470373212589317,0
6793765694619143430,0
6793347939294072069,0
6792133610360065285,0
6792131260543225094,0
7597437745258073400,0
7595900789546044684,0
7593820955810598156,3
7593673061476420920,0
7586689516153343288,0
7584927758497697035,1
7580037763580415244,4
7578641094464867595,0
7577087400501857592,0
7575902535349816588,3
7570044496004533516,3
7569526874024512780,2
7565955844764863755,4
7559134249731853579,0
7553173878785297720,2
7545528304237841720,5
7537787296209259782,3
7527665793501318456,2
7524995526518000901,1
7520150754858896645,0
7517644986310020408,1
7488241037907905797,5
7479794065983147269,0
7470863926922579205,0
7463089844516965637,0
7461940902890605829,3
7426721230721453318,0
7415576931577433349,2
7349173304613162246,0
7348384350297165061,0
7346623546229099781,0
7345477638619778309,0
7341020687345192197,0
7333701921573850374,4
7332928025517903109,0
7329985883539541253,0
7329596850804100358,1
7328066217929985286,0
7325861199604665606,0
7323237610665544966,0
7320606856995523846,2
7319511492888366342,3
7267229404584037638,0
7221953102184779013,0
7217463144069844230,0
7214396955810680069,5
7207818125402852613,0
7201892299112992005,9
7199338065867934982,0
7198947136300403974,0
7197470706416815365,3
7189955800851320070,0
7189175939098561798,0
7187448552354794758,0
7185872343988702470,0
7184475894335950085,4
7182983364293430533,0
7179319229924084997,1
7176635190469512453,0
7175864609029491974,0
7174823379453644037,0
7087984641864502534,4
7087653844863208709,3
7087592356664315141,2
7086527236471311622,3
7086144769222511877,0
7086111451965869317,2
7085748815449312517,0
7085404371671846150,2
7085367737178000646,2
7084552539126926597,0
7083526112558517510,3
7083159832185933061,4
7082386924677205253,0
7082037036730813701,3
7081701013891157253,3
7081323710442917125,2
7081276473687985413,0
7080583186522098949,0
7080535307816291589,6
7079836018203020549,0
7079418950315969798,5
7079071645771500806,5
7078352231413697797,3
7077597321667546373,0
7076502785742720261,0
7076131060420988165,4
7074644027190103302,0
7073906588079246598,0
7073547434244328709,0
7073513732395044102,0
7072780188018380038,0
7072060893818899717,3
7071272326746230021,0
7070907935722917126,6
7070569241413422342,0
7070218376328563973,0
7069844079122599173,0
7068731699701484806,4
7067985901011373317,2
7067623396279930117,3
7066474035613388037,0
7065769954695564550,0
