video_id,att_mean_saliency,att_max_saliency,att_min_saliency,att_skewness,att_kurtosis,att_hook_score,att_outro_score,att_peak_location,att_high_attention_ratio,att_attention_instability
7602656035161050390,22.857784271240234,26.36669540405273,20.1052360534668,0.1238836795091629,-0.3303573131561279,24.36712455749512,22.502944946289062,0.1428571428571428,1.0,1.0146688222885132
7590718903144287510,18.02370834350586,20.54388427734375,15.062448501586914,-0.2213652580976486,-0.7628598213195801,18.65332221984864,20.1091365814209,0.9629629629629628,1.0,1.1093246936798096
7571821778746592534,16.91676902770996,19.434734344482425,12.80805206298828,-0.8955609202384949,-0.0959227085113525,12.87756633758545,16.23154640197754,0.7857142857142857,0.8571428571428571,0.7263050675392151
7569927329154190614,20.543476104736328,22.14917182922364,18.173629760742188,-0.8532181978225708,-0.3353281021118164,20.70741271972656,19.44841957092285,0.0,1.0,0.9837365746498108
7566270741134462230,17.05019187927246,19.87961769104004,12.307085037231444,-0.700854480266571,-0.5789201259613037,17.201696395874023,18.65658569335937,0.8333333333333334,0.8333333333333334,1.2378828525543213
7536170254989315350,17.32187271118164,20.0627384185791,14.50926685333252,0.1040534451603889,-0.0577223300933837,16.328506469726562,18.73539161682129,0.24,1.0,0.6382431983947754
7520640970199698710,16.580793380737305,19.621137619018555,13.96524429321289,-0.3138317167758941,-1.3491002321243286,13.982505798339844,16.596891403198242,0.6956521739130435,1.0,0.6032589077949524
7496799936558796054,16.66468620300293,22.66153335571289,12.841455459594728,0.4176310896873474,-0.2837593555450439,16.581003189086914,17.066987991333008,0.7,0.9333333333333332,1.3471357822418213
7487960173529582870,18.66111183166504,22.823944091796875,16.211383819580078,0.7732938528060913,0.4172232151031494,17.717275619506836,19.81703758239746,0.8235294117647058,1.0,1.9822466373443604
7478712216724802838,17.1231632232666,23.50490379333496,13.94963836669922,1.2254998683929443,1.246891975402832,16.66126823425293,23.108413696289062,0.9333333333333332,1.0,1.3435957431793213
7470850262840691990,11.841418266296388,16.239940643310547,9.098770141601562,0.6268903613090515,-0.7587137222290039,15.721295356750488,9.217171669006348,0.0526315789473684,0.2105263157894736,0.4776087999343872
7424512450856357153,17.373939514160156,20.90850830078125,11.048795700073242,-0.5558868050575256,-1.408355474472046,20.102155685424805,13.28164291381836,0.7647058823529411,0.8823529411764706,1.8851178884506223
7416286728513735968,18.941631317138672,21.725000381469727,16.57633399963379,0.3127076625823974,-1.592536449432373,17.597551345825195,21.29277801513672,0.9285714285714286,1.0,0.6220421195030212
7374727208394411297,16.12214469909668,18.03485679626465,14.210777282714844,0.011302120052278,-1.0821012258529663,15.370951652526855,16.63468360900879,0.6842105263157895,1.0,0.6455152034759521
7361057454454508833,19.550800323486328,20.892915725708008,17.686317443847656,-0.2273505181074142,-0.8682866096496582,19.334714889526367,20.20901298522949,0.5454545454545454,1.0,0.5625618696212769
7343975400122354977,19.47592544555664,19.88377952575684,19.21416473388672,0.4630188941955566,-0.9150259494781494,19.33866310119629,19.284469604492188,0.2857142857142857,1.0,0.1165708526968956
7322847358646078752,18.027719497680664,22.204872131347656,15.740558624267578,1.6149312257766724,1.75974702835083,17.412336349487305,17.212383270263672,0.25,1.0,1.1147509813308716
7311689753676533024,19.9898681640625,21.14352226257324,18.24004554748535,-0.3750175833702087,-0.8537988662719727,20.28104019165039,19.58372688293457,0.3333333333333333,1.0,0.8133492469787598
7307595143559859488,18.881446838378903,21.76282119750977,15.07880973815918,-0.1820594817399978,0.1639699935913086,16.79596710205078,18.28041648864746,0.6666666666666666,1.0,1.6134185791015625
7298756408994991393,19.584442138671875,22.37446403503418,16.89136505126953,-0.0356953963637352,-1.3916398286819458,18.14087104797364,17.200124740600586,0.8,1.0,1.4058068990707395
7272755309658098976,17.569856643676758,21.768028259277344,11.040849685668944,-0.5259894132614136,-0.4133808612823486,18.204137802124023,15.1060209274292,0.3793103448275862,0.9310344827586208,1.5732195377349854
7226766521719213338,18.02863311767578,19.28680419921875,15.600241661071776,-0.9942699074745178,0.2990918159484863,17.093870162963867,17.957300186157227,0.5625,1.0,1.111246943473816
7224139299594194203,18.193925857543945,19.96134185791016,16.291732788085938,0.1221959665417671,-1.4604264497756958,19.8237533569336,16.97028160095215,0.0357142857142857,1.0,0.2732026278972626
7208566584535764250,19.273435592651367,21.697227478027344,16.739587783813477,-0.3506772816181183,-0.1308860778808593,19.24803352355957,18.33189582824707,0.5416666666666666,1.0,1.1014803647994995
7205976379370851589,18.6916561126709,24.199817657470703,14.885787963867188,0.6136180758476257,-0.9235076904296876,16.514806747436523,16.012052536010742,0.1578947368421052,1.0,1.2660681009292605
7177404002508803334,17.751956939697266,20.64760971069336,16.098751068115234,0.8592273592948914,0.1912782192230224,17.206941604614258,19.228559494018555,0.8333333333333334,1.0,0.9518282413482666
7164792237543394566,18.523664474487305,24.66347885131836,17.340227127075195,2.513740062713623,5.15117073059082,20.92320442199707,17.791397094726562,0.0,1.0,0.9201779365539552
7162183685423385862,19.57643699645996,22.29434967041016,17.836719512939453,0.6545523405075073,-0.3573691844940185,19.80760383605957,18.02188301086425,0.6666666666666666,1.0,0.6423325538635254
7153997940774882565,17.880651473999023,21.94131660461425,16.345651626586914,0.8085613250732422,-0.247028112411499,19.002286911010746,16.668275833129883,0.2857142857142857,1.0,0.8949748873710632
7143619564775968006,18.91865921020508,20.65229034423828,17.61666488647461,0.592096745967865,-0.8814713954925537,18.94686889648437,19.77218437194824,0.8,1.0,1.0078680515289309
7138043316087606533,15.291483879089355,18.454877853393555,11.334941864013672,-0.1916074156761169,-1.225980281829834,18.053466796875,15.932328224182127,0.1379310344827586,0.8275862068965517,0.8590925335884094
7114705253899029765,16.35059356689453,18.44457626342773,13.871322631835938,-0.2761483192443847,-0.5247433185577393,16.297636032104492,17.761146545410156,0.8,1.0,0.6681749820709229
7107270367303044358,16.69021987915039,20.13200759887696,14.192205429077148,0.5947912931442261,-0.6019375324249268,14.517096519470217,19.654916763305664,0.9615384615384616,1.0,1.3121514320373535
7101685930276293894,18.578310012817383,19.838253021240234,14.728714942932127,-1.58976411819458,2.386474609375,19.68073272705078,18.75351905822754,0.6666666666666666,1.0,1.2922428846359253
7096121724990655749,18.80752182006836,21.86593437194824,14.876510620117188,-0.3334583640098572,-0.7663679122924805,17.580690383911133,21.42778778076172,0.9047619047619048,1.0,1.07645583152771
7079814734664436998,19.864133834838867,21.73212242126465,16.872417449951172,-0.8856410384178162,0.2995309829711914,20.206764221191406,18.74432182312012,0.6451612903225806,1.0,0.8887749314308167
7071272731286834437,19.91693878173828,20.4625301361084,19.43140983581543,0.4317787885665893,-0.75830078125,19.673757553100582,19.83393096923828,0.4,1.0,0.1984052658081054
7067569943449046278,19.957151412963867,23.96368408203125,14.795270919799805,-0.2073493301868438,-1.2763248682022097,23.59952735900879,17.593244552612305,0.0476190476190476,1.0,0.97053062915802
7063121025394855173,19.22154998779297,21.50379180908203,14.394969940185549,-0.7466669082641602,-0.346311092376709,20.095983505249023,18.41263008117676,0.0526315789473684,1.0,2.1103265285491943
7023313220278553862,17.709091186523438,20.809206008911133,16.270706176757812,1.6132683753967283,2.8767523765563965,17.254318237304688,18.16801071166992,0.3928571428571428,1.0,0.6501303911209106
7019559155425955077,17.531225204467773,20.16334724426269,15.794717788696287,0.3543851971626282,0.2093679904937744,17.21074104309082,17.969511032104492,0.5862068965517241,1.0,0.7128202319145203
6958797242429934854,16.284454345703125,19.275558471679688,13.199090957641602,-0.1658301502466201,-0.921241044998169,15.810100555419922,17.67546272277832,0.2916666666666667,1.0,0.9880200028419496
6940653001791130885,20.53603172302246,25.71798324584961,16.32405662536621,0.1034333556890487,-1.140887975692749,17.914899826049805,19.5445499420166,0.6666666666666666,1.0,0.9307314157485962
6927911225066130693,19.839576721191406,20.440807342529297,19.16600608825684,-0.0454408302903175,-1.1912627220153809,19.72371864318848,19.30983161926269,0.6111111111111112,1.0,0.3203592896461487
6896446483080482050,18.48777961730957,21.325254440307617,14.341227531433104,-0.6285104155540466,-0.2599706649780273,15.227554321289062,19.74323272705078,0.3333333333333333,1.0,1.07521390914917
6893888228848389377,17.58124542236328,20.41401481628418,12.27077293395996,-1.6626145839691162,2.3108057975769043,14.326461791992188,17.52213478088379,0.3333333333333333,0.8888888888888888,1.011993408203125
