video_id,hook_motion,hook_shake,content_motion,content_shake,max_peak_motion
VIDEO_6852640471013920006,0.42690539360046387,0.09430141746997833,0.7442440390586853,0.22585327923297882,1.3450074195861816
VIDEO_6855731886438763781,0.07473953068256378,0.004438932053744793,0.09601960331201553,0.006606837268918753,0.14411185681819916
VIDEO_6860766213992090886,0.06675707548856735,0.0172455832362175,0.08185028284788132,0.004106992855668068,0.10247136652469635
VIDEO_6864458828012899589,0.07779617607593536,0.004606140777468681,,,0.08340469747781754
VIDEO_6864806467329903878,0.3344055414199829,0.21663156151771545,,,0.5209667086601257
VIDEO_6869621825035357441,0.08835748583078384,0.007033901754766703,0.016898449510335922,0.0003162978682667017,0.16862529516220093
VIDEO_6874890977631390978,0.22830800712108612,0.034941166639328,,,0.35053306818008423
VIDEO_6875610422578351362,0.1704704314470291,0.014810715802013874,,,0.23947177827358246
VIDEO_6875699019520298242,0.011559017933905125,0.000190219609066844,2.9435083866119385,10.925244331359863,6.512089729309082
VIDEO_6876362124260691202,0.9522056579589844,0.5824383497238159,,,1.1507960557937622
VIDEO_6876369843591941377,0.0444028377532959,0.0032407876569777727,,,0.08755113929510117
VIDEO_6876847536938749185,1.129101276397705,0.6277564764022827,1.9033132791519165,2.4693751335144043,3.394183397293091
VIDEO_6878219367390268673,0.09635602682828903,0.003857685485854745,,,0.10955166071653366
VIDEO_6879407335484214530,0.5834670066833496,0.2091253101825714,,,0.8024681210517883
VIDEO_6880117942432959746,0.12043500691652298,0.009880125522613525,,,0.179518461227417
VIDEO_6880792115329142018,0.07699299603700638,0.004236181732267141,0.7182205319404602,0.6702828407287598,0.9593242406845093
VIDEO_6883389583271185666,0.07618460059165955,0.0029379860498011112,,,0.09007003158330917
VIDEO_6883561429727726850,0.030183939263224602,0.0007662989664822817,,,0.030914902687072754
VIDEO_6883876793380572417,0.010951841250061989,0.00010441686026751995,,,0.011551780626177788
VIDEO_6885735124013550850,1.3744330406188965,1.887072205543518,,,1.4373538494110107
VIDEO_6885984385670122753,0.2211298644542694,0.055056750774383545,,,0.25691741704940796
VIDEO_6886076315288554754,0.15022221207618713,0.013944954611361027,,,0.1684219241142273
VIDEO_6887883845954178305,0.4402129650115967,0.07958252727985382,,,0.6508192420005798
VIDEO_6891319697220898050,0.12325088679790497,0.06891636550426483,2.5923619270324707,33.88075256347656,5.171674728393555
VIDEO_6891645296233794817,0.1651422083377838,0.06239794194698334,0.061988758544127144,0.003932864249994357,0.20078317821025848
VIDEO_6893888228848389377,0.1752585768699646,0.4738729000091553,0.094099260866642,0.014178037643432617,0.3505171537399292
VIDEO_6894530886105042178,0.15935906767845154,0.0394105426967144,,,0.17556586861610413
VIDEO_6895288761354112258,0.09006808698177338,0.004552828148007393,0.20804250240325928,0.025187963619828224,0.31654995679855347
VIDEO_6895292772857826562,0.011822521686553955,0.00035412388388067484,0.031778160482645035,0.0014492199989035726,0.03637750819325447
VIDEO_6895747396404284674,0.025843458250164986,0.0006210646242834628,0.39031147956848145,0.1523457169532776,0.7748329639434814
VIDEO_6896055761982639362,0.3084622621536255,0.08931762725114822,,,0.48382139205932617
VIDEO_6896446483080482050,1.6915656328201294,8.719523429870605,0.4907494783401489,0.19577127695083618,3.188769817352295
VIDEO_6896455617523813633,0.016630446538329124,0.00024333957117050886,0.021409254521131516,0.0003156141028739512,0.026699088513851166
VIDEO_6897900291631402242,0.2551690936088562,0.026057112962007523,0.827610969543457,0.29024842381477356,1.4783406257629395
VIDEO_6899015791086210306,0.28256916999816895,0.04168456792831421,0.058616138994693756,0.005582983605563641,0.3153853714466095
VIDEO_6904609211431357698,0.2615152597427368,0.04893065243959427,0.5973007678985596,0.23418109118938446,1.3285095691680908
VIDEO_6913929490305420545,0.12709984183311462,0.008685548789799213,,,0.1592128872871399
VIDEO_6915045654997912833,0.10848566889762878,0.005927959457039833,,,0.1323806345462799
VIDEO_6918691694791691525,1.7446918487548828,2.210468292236328,0.3342146575450897,0.05791327357292175,2.9182920455932617
VIDEO_6919824999914245381,2.911405324935913,9.495820999145508,1.8558625380198162,3.140583594640096,4.896123886108398
VIDEO_6919872357288971521,0.016894595697522163,0.00022450031246989965,0.15835845470428467,0.057225774973630905,0.4736297130584717
VIDEO_6920160579424488710,0.511235773563385,0.13117752969264984,,,0.8814963698387146
VIDEO_6921227616347327749,0.44656163454055786,0.1313849687576294,0.036007195711135864,0.001858429634012282,0.5729140043258667
VIDEO_6921604099553119494,0.23972438275814056,0.047526802867650986,0.09224732965230942,0.006882162764668465,0.29300686717033386
VIDEO_6921676134212029701,0.6193485260009766,0.21235796809196472,,,0.7637655138969421
VIDEO_6922868220890254597,0.05719812214374542,0.002160167321562767,,,0.10725250840187073
VIDEO_6923235061999373574,0.41263148188591003,0.1384175717830658,0.3010611832141876,0.04699539393186569,0.7432318329811096
VIDEO_6923258085528112390,0.49595093727111816,0.11616785079240799,0.051489245146512985,0.0014211515663191676,0.8024524450302124
VIDEO_6923874728902003973,0.5956034064292908,0.15494830906391144,,,0.7827276587486267
VIDEO_6923969706332327174,0.0353146493434906,0.0007642279961146414,,,0.039190903306007385
VIDEO_6923976137928445190,1.042968988418579,0.30338120460510254,0.7270423769950867,0.2799273729324341,1.292119026184082
VIDEO_6926459852134845701,0.7308796644210815,0.18559737503528595,,,0.8403893113136292
VIDEO_6927547229486058757,0.4288475513458252,0.12782517075538635,,,0.4939742088317871
VIDEO_6927665892457237765,0.5622228980064392,0.06213802099227905,0.7349186539649963,0.310545951128006,0.9835650324821472
VIDEO_6927911225066130693,0.12995292246341705,0.024252494797110558,,,0.23590824007987976
VIDEO_6930236006654364934,1.3680506944656372,1.048411250114441,0.8904109001159668,0.43607258796691895,1.4873427152633667
VIDEO_6934012329067597061,0.2877088189125061,0.02857149951159954,0.1228366270661354,0.009704004973173141,0.30383503437042236
VIDEO_6935817751898426629,1.3785614967346191,1.0246537923812866,0.7972723245620728,0.43145421147346497,2.0318408012390137
VIDEO_6936835146301672709,1.2476433515548706,9.070778846740723,0.6801787614822388,0.48275288939476013,2.474390983581543
VIDEO_6936943102523378950,0.2362118363380432,0.024265199899673462,15.530455589294434,168.05020141601562,29.90029525756836
VIDEO_6937251547290045701,0.5589594841003418,0.10205885022878647,,,0.6136840581893921
VIDEO_6940187794534960389,0.06569969654083252,0.0032010520808398724,,,0.09974198043346405
VIDEO_6940653001791130885,0.21036097407341003,0.04125100374221802,0.6871262192726135,0.3169575333595276,1.1055004596710205
VIDEO_6942166804311575814,0.08532758057117462,0.0038689598441123962,0.52925044298172,0.12841786444187164,0.9607417583465576
VIDEO_6943534360066804998,0.20696035027503967,0.01528411265462637,,,0.22524158656597137
VIDEO_6943540424141491461,0.0,0.0,0.3495904207229614,0.0645330473780632,0.6991808414459229
VIDEO_6944298636553604358,0.18288137018680573,0.021936699748039246,0.13352751731872559,0.20979361236095428,0.40011006593704224
VIDEO_6945377653587266822,0.5940691232681274,0.21360374987125397,,,0.6846052408218384
VIDEO_6946128715000663301,0.3841458559036255,0.0941801518201828,0.7115022341410319,0.347286323706309,1.2982691526412964
VIDEO_6952049416425590022,0.06962279230356216,0.00574452243745327,,,0.07741603255271912
VIDEO_6955020730140544261,1.5623281002044678,0.7852299213409424,0.8796495795249939,0.6323167085647583,1.6814426183700562
VIDEO_6955364241213771014,0.4929453134536743,0.09799093753099442,,,0.8662769794464111
VIDEO_6956567938891599109,0.09216852486133575,0.003693792037665844,,,0.12543058395385742
VIDEO_6958338154617228549,0.6857330203056335,0.46705424785614014,2.9107789993286133,17.821354548136394,7.248274803161621
VIDEO_6958424996964355334,0.11864009499549866,0.009031340479850769,,,0.1406177282333374
VIDEO_6958797242429934854,0.5206785202026367,0.09611661732196808,,,0.6310470700263977
VIDEO_6959192993014287622,3.3693337440490723,5.382969379425049,1.4302932024002075,0.9571937322616577,6.2942423820495605
VIDEO_6963197595422346502,0.5607495307922363,0.22572053968906403,0.31981727480888367,0.03632018715143204,0.8404618501663208
VIDEO_6963263758630194437,0.05259011685848236,0.000813819351606071,0.0007798392907716334,5.925462573941331e-07,0.07084456831216812
VIDEO_6964763152974187781,0.00034112209687009454,1.5837240141536313e-07,0.0008561338763684034,7.370302341769275e-07,0.0010709560010582209
VIDEO_6969101040918465798,0.04773201420903206,0.0025752605870366096,,,0.06059276685118675
VIDEO_6972416280762649861,13.689067840576172,260.408447265625,8.028775215148926,37.4079475402832,21.303308486938477
VIDEO_6978753193882832133,0.05971568450331688,0.003252213355153799,,,0.06111203879117966
VIDEO_6979673025503366405,0.12290188670158386,0.008870916441082954,0.42720723152160645,0.08866121619939804,0.5291395783424377
VIDEO_6980260193653378309,0.22631783783435822,0.025794964283704758,,,0.2648487389087677
VIDEO_6980319450687868166,0.27597516775131226,0.052352145314216614,1.329239010810852,1.553693413734436,3.1589555740356445
VIDEO_6980342168535846149,0.11042117327451706,0.020985601469874382,,,0.19881290197372437
VIDEO_6980696986135710981,5.022024631500244,99.28559875488281,,,9.983952522277832
VIDEO_6982843678305897734,0.2207539975643158,0.03753390535712242,,,0.30604666471481323
VIDEO_6994481888182144262,0.6368191242218018,0.11511556804180145,,,0.6680117845535278
VIDEO_6994839726846971142,0.12965679168701172,0.04615527391433716,0.6368362903594971,0.15962226688861847,1.0094690322875977
VIDEO_7001054542804667653,1.0276079177856445,0.7730826735496521,0.5019359588623047,0.10632319003343582,1.3950798511505127
VIDEO_7001083090462346501,0.70899498462677,0.26552608609199524,0.7717910408973694,0.36721742153167725,1.6276812553405762
VIDEO_7004414493086240006,0.0,0.0,,,0.0
VIDEO_7007863408129215749,1.0981210470199585,0.8045442700386047,0.4747824966907501,0.1904260665178299,2.1045894622802734
VIDEO_7011522309198515462,0.2886010408401489,0.05590718239545822,1.0975631475448608,2.0958170890808105,1.0975631475448608
VIDEO_7012661937477537030,0.08928839862346649,0.0070514497347176075,0.20001980662345886,0.02017100527882576,0.28161513805389404
VIDEO_7013121880366255365,0.6172821521759033,0.1045108288526535,,,0.7483466863632202
VIDEO_7014030961486630149,0.030819036066532135,0.0003752242773771286,0.0014434276381507516,1.8238082475363626e-06,0.04221690073609352
VIDEO_7014868849635904773,0.0,0.0,,,0.0
VIDEO_7018111226760776966,0.22294053435325623,0.02982558310031891,0.24176333844661713,0.028069017454981804,0.31160539388656616
VIDEO_7018383080205356293,0.04575018584728241,0.0011994019150733948,,,0.048323050141334534
VIDEO_7018826174767942918,0.04234907776117325,0.0016004482749849558,,,0.0846981555223465
VIDEO_7019307301299424518,0.026511840522289276,0.001131564611569047,,,0.029892349615693092
VIDEO_7019559155425955077,0.27750182151794434,0.05100199580192566,0.16525910794734955,0.02565550059080124,0.406128853559494
VIDEO_7020800251950927109,0.016215359792113304,0.00025317620020359755,,,0.03243071958422661
VIDEO_7022178037378731270,0.19787974655628204,0.08089232444763184,,,0.3796052932739258
VIDEO_7022596866374192390,0.26843106746673584,0.10010743141174316,,,0.31796735525131226
VIDEO_7022925491963481349,0.39685994386672974,0.17144814133644104,,,0.46112340688705444
VIDEO_7023313220278553862,0.3384632468223572,0.05706055089831352,0.35110077261924744,0.136117622256279,0.4612122178077698
VIDEO_7025927416061250821,1.0167607069015503,0.7775949835777283,0.5683565139770508,0.1180950328707695,1.452012062072754
VIDEO_7026756047805205766,0.5618256330490112,0.08549555391073227,0.6340315937995911,0.12243501096963882,1.007952094078064
VIDEO_7026774067223055621,0.1442050039768219,0.008347693830728531,,,0.1579938381910324
VIDEO_7027511633060695301,0.7422506809234619,0.48637938499450684,,,1.30665922164917
VIDEO_7028978217117682949,0.04158595949411392,0.0013575674965977669,,,0.04254502058029175
VIDEO_7033466696245497093,0.11768577992916107,0.009146845899522305,,,0.17072950303554535
VIDEO_7036035511869246725,0.1802048683166504,0.01563827134668827,1.4110280275344849,2.5276248455047607,3.464453935623169
VIDEO_7036282180816932102,0.5634594559669495,0.6905995011329651,0.05286748334765434,0.0019608139991760254,1.0825598239898682
VIDEO_7036326405155638533,0.05745215713977814,0.0030808274168521166,,,0.05864350497722626
VIDEO_7036807584111709445,0.9065296649932861,0.42290908098220825,0.709830641746521,0.20298874378204346,1.3031941652297974
VIDEO_7037532518978964741,0.8026396632194519,0.17396090924739838,,,0.9551754593849182
VIDEO_7037757089799818502,0.017958473414182663,0.0002833005855791271,0.4703715741634369,0.05497981607913971,0.4703715741634369
VIDEO_7037974894553894150,0.0279088094830513,0.000529334181919694,,,0.03389236330986023
VIDEO_7038189746484563205,0.03535962104797363,0.0012486334890127182,,,0.03880095109343529
VIDEO_7038638363686997254,0.15299612283706665,0.01449434831738472,0.1419234424829483,0.01037669088691473,0.18265290558338165
VIDEO_7038692809985051909,0.9835518598556519,0.6631534099578857,,,1.2168753147125244
VIDEO_7038707297396198661,0.05202269181609154,0.0024267903063446283,,,0.06674792617559433
VIDEO_7039005707844308229,0.028072886168956757,0.001784306252375245,,,0.03451116755604744
VIDEO_7039252769894616326,0.5558293461799622,0.21616172790527344,,,0.6074457168579102
VIDEO_7039259712038112518,0.43506622314453125,0.15881812572479248,0.6103358864784241,0.28394845128059387,0.9433102607727051
VIDEO_7039780337739730181,0.36410820484161377,0.09151719510555267,,,0.5170860886573792
VIDEO_7040071170363788550,1.1411069631576538,0.325142502784729,,,1.3803789615631104
VIDEO_7040105390410960133,0.6812335252761841,0.17334452271461487,1.0834208726882935,0.5887561440467834,1.7268657684326172
VIDEO_7040300833019415813,0.12085743993520737,0.007504464592784643,,,0.127125546336174
VIDEO_7040810874281479430,0.0485370010137558,0.0027735307812690735,0.9318580627441406,0.7520982027053833,0.9318580627441406
VIDEO_7041160388334980357,1.011255145072937,5.791809558868408,1.1144995369249955e-05,6.562142496058243e-10,2.022400379180908
VIDEO_7041273346830454022,0.03230702504515648,0.0006487929495051503,0.22758491337299347,0.04159941524267197,0.4409344792366028
VIDEO_7041603482742230278,7.162691593170166,60.531864166259766,0.02527039684355259,0.0003802174178417772,13.991188049316406
VIDEO_7041969079246245126,0.9630268812179565,0.4843448996543884,0.09653370827436447,0.004875596612691879,1.3627233505249023
VIDEO_7042347189179403525,0.6350802183151245,0.5032312870025635,,,1.1981335878372192
VIDEO_7042694987141745926,0.054072506725788116,0.001567770610563457,,,0.08217872679233551
VIDEO_7043009038623329541,0.09454607218503952,0.0034853811375796795,,,0.10518555343151093
VIDEO_7043834307458141446,0.09932224452495575,0.003482898697257042,,,0.11968603730201721
VIDEO_7044841251262237958,0.26611459255218506,0.028492610901594162,,,0.3015037178993225
VIDEO_7044982077288189190,0.19211384654045105,0.058143794536590576,,,0.2658543586730957
VIDEO_7045558641969073414,0.3497653603553772,0.37331128120422363,0.17475813627243042,0.05898548290133476,0.6007300615310669
VIDEO_7046370407758286085,0.01054207980632782,8.937230450101197e-05,,,0.012472779490053654
VIDEO_7049689395460312326,0.17547255754470825,0.030654914677143097,0.04081418737769127,0.002681312384083867,0.21548771858215332
VIDEO_7050043192732912901,0.1414055973291397,0.01918063312768936,,,0.2174900472164154
VIDEO_7050156581652106502,0.3791612386703491,0.045997537672519684,0.5749986171722412,0.23529675602912903,0.5894089341163635
VIDEO_7050500563045338374,0.8254586458206177,0.25882670283317566,0.795527458190918,0.6443896293640137,1.6510168313980103
VIDEO_7051571825989422342,0.4841415286064148,0.20296144485473633,0.784343421459198,2.296234369277954,1.1360045671463013
VIDEO_7051617295818362117,0.16208146512508392,0.020101511850953102,,,0.19728046655654907
VIDEO_7052727837165505797,0.3102828860282898,0.03640906512737274,1.9891293048858643,11.6063871383667,3.386945962905884
VIDEO_7053136217717607686,0.1827635020017624,0.014142208732664585,0.3477550446987152,0.04500807821750641,0.500230073928833
VIDEO_7053545705868152069,0.3389647603034973,0.0507030114531517,,,0.36898064613342285
VIDEO_7053886455805955333,0.9298245906829834,3.160778760910034,0.5873916149139404,0.23133908212184906,1.750728726387024
VIDEO_7054222416247000325,0.09877554327249527,0.003873892594128847,,,0.10227076709270477
VIDEO_7054255399968476422,0.3093639314174652,0.042615558952093124,,,0.3449045419692993
VIDEO_7054582233989958917,0.10428758710622787,0.004418370313942432,,,0.1364837884902954
VIDEO_7054948838716493061,0.058383263647556305,0.00494800228625536,0.06432908028364182,0.007212395314127207,0.14368301630020142
VIDEO_7054964457310539013,0.1706380546092987,0.029557298868894577,,,0.17986305058002472
VIDEO_7055321327174946054,0.0775669664144516,0.007999146357178688,0.46997666358947754,0.30848222970962524,0.9399533271789551
VIDEO_7055610539749199109,0.31784960627555847,0.030104700475931168,0.09416016191244125,0.0024248261470347643,0.4287312626838684
VIDEO_7055714634526969093,0.06492336094379425,0.0037819650024175644,,,0.06554580479860306
VIDEO_7056423267564899590,0.25564339756965637,0.029800202697515488,0.6421136856079102,0.6249943375587463,1.2842273712158203
VIDEO_7056858947935915270,0.807153582572937,0.2304491102695465,,,0.9421942234039307
VIDEO_7057200753470950661,0.013123523443937302,9.820425475481898e-05,,,0.014745062217116356
VIDEO_7057221943623306501,0.34984317421913147,0.0764443576335907,0.3513321876525879,0.0906701609492302,0.6793336868286133
VIDEO_7057548200625917190,0.1539342701435089,0.02715209499001503,0.31779009103775024,0.05037751793861389,0.6355801820755005
VIDEO_7057560274424958214,0.07393300533294678,0.08272449672222137,,,0.13561928272247314
VIDEO_7057846707651939590,1.1078706979751587,0.31561344861984253,0.7793272733688354,0.16403193771839142,1.2398030757904053
VIDEO_7058313871718714629,0.3553203046321869,0.17616510391235352,,,0.5628467798233032
VIDEO_7058348964306783493,0.06301821768283844,0.002572669181972742,,,0.06783580780029297
VIDEO_7058664802880589062,0.23158292472362518,0.02613961696624756,,,0.30894291400909424
VIDEO_7059081815985818886,2.3900768756866455,6.344808578491211,0.44069188833236694,0.08289096504449844,3.697188377380371
VIDEO_7059301793574046982,0.28721389174461365,0.03371009603142738,,,0.4562365412712097
VIDEO_7059302103713402117,0.5164339542388916,0.19653624296188354,,,0.7514541745185852
VIDEO_7059414649581604102,0.35707923769950867,0.21144923567771912,,,0.4545309543609619
VIDEO_7059442492080491781,0.9066723585128784,0.6590633392333984,0.7632904052734375,0.5311377644538879,1.8503786325454712
VIDEO_7059747853035441414,0.3316414952278137,0.10224336385726929,,,0.4191770553588867
VIDEO_7059832468412583173,0.24912236630916595,0.043600790202617645,0.6202713847160339,0.12573029100894928,0.99644935131073
VIDEO_7060191695681375493,0.29774582386016846,0.14574898779392242,2.603825807571411,38.2390251159668,7.413557052612305
VIDEO_7060513660975844614,0.18823955953121185,0.034450531005859375,0.126680389046669,0.016629992052912712,0.26264214515686035
VIDEO_7060539961459641605,0.17430391907691956,0.022719411179423332,0.22135673463344574,0.022238727658987045,0.22166088223457336
VIDEO_7060887870688529670,0.080024853348732,0.008040224201977253,0.13367636501789093,0.009401618503034115,0.13367636501789093
VIDEO_7061273234259610885,0.6400872468948364,0.10073713958263397,0.32146450877189636,0.06383252143859863,0.7582339644432068
VIDEO_7061519229182315781,1.0982627868652344,0.5831999778747559,0.2866600751876831,0.026662461459636688,1.1177589893341064
VIDEO_7061663961090936070,0.3290802240371704,0.09384977072477341,,,0.39517906308174133
VIDEO_7061974363939261701,11.994802474975586,180.5670623779297,2.927891492843628,9.30489444732666,23.282644271850586
VIDEO_7062023531764256006,2.2046139240264893,43.98748779296875,0.04919590428471565,0.002326562302187085,4.065685749053955
VIDEO_7062046390570061061,0.07241831719875336,0.0027962035965174437,0.4256037771701813,0.1071304976940155,0.5586901307106018
VIDEO_7062415851231677702,0.07198598980903625,0.005167488008737564,,,0.08409838378429413
VIDEO_7062740749992971526,0.1564621925354004,0.019263656809926033,,,0.1936984658241272
VIDEO_7063121025394855173,0.15217943489551544,0.00962136685848236,0.8106851577758789,0.27439603209495544,1.0471574068069458
VIDEO_7063127157068844294,0.26823529601097107,0.144125834107399,,,0.3762706220149994
VIDEO_7063459529668742406,0.09521041065454483,0.0045489161275327206,0.7865291833877563,0.9936457872390747,0.820168137550354
VIDEO_7063505399307144454,0.15755599737167358,0.028845354914665222,0.19111718237400055,0.023454731330275536,0.2755120098590851
VIDEO_7064244808700726533,0.32878929376602173,0.18864946067333221,,,0.5444744825363159
VIDEO_7064489288125189382,0.05223498120903969,0.00854219775646925,,,0.09122198820114136
VIDEO_7064507087086161157,0.6359430551528931,0.2816148102283478,,,0.9732301235198975
VIDEO_7064585014561754373,0.4805341958999634,0.13721005618572235,0.6837676167488098,0.2776240408420563,1.612276554107666
VIDEO_7064650116321250566,1.5882362127304077,0.2958155572414398,,,3.1764724254608154
VIDEO_7064977105032858885,0.3954131305217743,0.07482810318470001,0.44715890288352966,0.12330901622772217,0.8279564380645752
VIDEO_7065372841423801605,0.1729453057050705,0.042541760951280594,,,0.31136465072631836
VIDEO_7065713702833638662,0.42957523465156555,0.09972531348466873,1.4812703132629395,2.1532785892486572,3.5651657581329346
VIDEO_7065769954695564550,0.22678200900554657,0.031438324600458145,0.3196311295032501,0.035375308245420456,0.3196311295032501
VIDEO_7066474035613388037,0.6171283721923828,0.13039077818393707,0.7605371475219727,0.7586326599121094,2.0826520919799805
VIDEO_7066872454249073925,0.23058278858661652,0.04395052418112755,,,0.3122748136520386
VIDEO_7067063225736580357,0.549612283706665,0.2545180916786194,0.24980342388153076,0.028196871280670166,0.9893367290496826
VIDEO_7067217215925275910,0.34457138180732727,0.04719606786966324,0.14439724385738373,0.02695685438811779,0.39395374059677124
VIDEO_7067569943449046278,0.09543806314468384,0.02672821469604969,0.8523579239845276,0.5342615246772766,0.8523579239845276
VIDEO_7067578500101803269,0.832561194896698,0.3991874158382416,0.840660810470581,1.0432000160217285,1.681321620941162
VIDEO_7067623396279930117,0.08300618082284927,0.004116158466786146,,,0.08938557654619217
VIDEO_7067959925141474565,2.0525827407836914,2.498075246810913,0.5036813020706177,0.08131355792284012,4.0606369972229
VIDEO_7067985901011373317,4.182722568511963,19.402130126953125,3.597925901412964,17.93120574951172,4.822544097900391
VIDEO_7068298283386506502,1.3166815042495728,2.071502685546875,,,2.521857500076294
VIDEO_7068640088774741254,0.08237279206514359,0.010742750950157642,0.1428900808095932,0.017866525799036026,0.19366544485092163
VIDEO_7068682786437139718,0.444642037153244,0.2075205147266388,,,0.7017852067947388
VIDEO_7068731699701484806,6.992719650268555,89.00517272949219,0.9422105352083842,1.9610163023074467,9.125715255737305
VIDEO_7069326966159084806,0.11971568316221237,0.014745833352208138,,,0.12743401527404785
VIDEO_7069799098576112901,0.004901133012026548,2.3192549633677118e-05,,,0.006984068546444178
VIDEO_7069805338601606406,0.3208921551704407,0.08186579495668411,,,0.45672616362571716
VIDEO_7069844079122599173,0.08640167117118835,0.009982123039662838,0.10549374669790268,0.008670606650412083,0.2481124997138977
VIDEO_7070162555695615237,0.07880619168281555,0.010715749114751816,,,0.14168651401996613
VIDEO_7070176633931549958,0.40771985054016113,0.4720965027809143,1.2640678882598877,1.155086636543274,1.2640678882598877
VIDEO_7070218376328563973,0.2924600839614868,0.0394664891064167,0.667695164680481,0.2716065049171448,1.0106319189071655
VIDEO_7070486062182731013,0.03331015631556511,0.0007235358352772892,,,0.04152832180261612
VIDEO_7070550742880292101,0.13779643177986145,0.0121197160333395,,,0.1436913162469864
VIDEO_7070569241413422342,0.2504151463508606,0.04042407125234604,,,0.3590437173843384
VIDEO_7070907935722917126,1.781674861907959,1.3332862854003906,0.40088245272636414,0.10723569244146347,3.254072666168213
VIDEO_7071272326746230021,0.20724648237228394,0.0277868565171957,0.4211411476135254,0.14306707680225372,0.6430058479309082
VIDEO_7071272731286834437,0.06056356057524681,0.005256089847534895,,,0.08752008527517319
VIDEO_7071521897082621189,0.1250188648700714,0.015868879854679108,0.6512580513954163,0.4693833291530609,1.450668215751648
VIDEO_7072060893818899717,0.7766284942626953,0.6420268416404724,0.11617088317871094,0.007691459730267525,0.898533821105957
VIDEO_7072415750589254918,0.058242008090019226,0.005355915520340204,,,0.08347156643867493
VIDEO_7072437259127098630,0.11801473796367645,0.008519811555743217,,,0.15274518728256226
VIDEO_7072774694214044934,0.24292629957199097,0.06351069360971451,0.17659147083759308,0.020606521517038345,0.4192989468574524
VIDEO_7072780188018380038,0.10874481499195099,0.010394878685474396,0.23895132541656494,0.04715472832322121,0.5007358193397522
VIDEO_7073146702995279110,0.07631035149097443,0.009320249781012535,0.28445616364479065,0.05231129005551338,0.5595390200614929
VIDEO_7073157554024566021,0.03380778431892395,0.001407260075211525,,,0.0676155686378479
VIDEO_7073510812542913798,0.5621899366378784,0.1048479825258255,,,0.6236083507537842
VIDEO_7073511726888635653,0.3182731866836548,0.0961339920759201,,,0.47419047355651855
VIDEO_7073513732395044102,0.23313748836517334,0.03814009204506874,1.9232087135314941,5.161386489868164,3.3598546981811523
VIDEO_7073547434244328709,0.13968761265277863,0.00956819485872984,,,0.17999863624572754
VIDEO_7073906588079246598,0.7010801434516907,0.17620594799518585,0.24887698888778687,0.06036648526787758,0.9001488089561462
VIDEO_7073916316566031622,0.12712641060352325,0.01650407165288925,1.3950951099395752,2.938729763031006,2.6154000759124756
VIDEO_7074644027190103302,1.655534029006958,14.60098648071289,0.3608340919017792,0.13832895457744598,3.213810443878174
VIDEO_7074987594026700038,0.0,0.0,0.0001749223010847345,1.2262195525636344e-07,0.0004184076969977468
VIDEO_7075005822228499717,1.4886860847473145,3.954352855682373,1.7006460428237915,1.8766852617263794,3.910571813583374
VIDEO_7075406881111444742,1.2094249725341797,1.5595420598983765,0.7816981077194214,0.773952066898346,2.0287814140319824
